product_key,product_id,supplier_key,product_name,category,subcategory,unit_of_measure,unit_cost,unit_price,status
2406,PROD-002406,506,Thermal Processing Unit Specialty Series 2406,Industrial Equipment,Specialty,Each,214.68,344.4,Inactive
2407,PROD-002407,155,Precision Bearing Assembly Premium Series 2407,Components,Premium,Meter,215.04,513.15,Inactive
2408,PROD-002408,407,Aluminum Sheet Stock Specialty Series 2408,Raw Materials,Specialty,Each,474.71,1051.73,Active
2409,PROD-002409,111,Industrial Drive System Specialty Series 2409,Industrial Equipment,Specialty,Each,299.05,503.87,Active
2410,PROD-002410,523,Industrial Copper Wire Specialty Series 2410,Raw Materials,Specialty,Meter,359.75,708.14,Active
2411,PROD-002411,367,Industrial Valve Assembly Premium Series 2411,Components,Premium,Meter,399.29,965.06,Active
2412,PROD-002412,502,Industrial Signal Converter Standard Series 2412,Electronics,Standard,Meter,466.6,667.65,Active
2413,PROD-002413,858, Corrugated Shipping Carton Specialty Series 2413 ,Packaging,Specialty,Liter,371.44,851.41,Active
2414,PROD-002414,108,Aluminum Sheet Stock Premium Series 2414,Raw Materials,Premium,Kg,271.96,515.64,Active
2415,PROD-002415,190,Industrial Stretch Film Standard Series 2415,Packaging,Standard,Kg,392.78,917.58,Active
2416,PROD-002416,688,Drive Shaft Assembly Specialty Series 2416,Components,Specialty,Meter,466.55,938.67,Active
2417,PROD-002417,679,Material Handling Unit Standard Series 2417,Industrial Equipment,Standard,Liter,103.25,148.2,Active
2418,PROD-002418,450,Industrial Signal Converter Standard Series 2418,Electronics,Standard,Each,317.73,771.88,Active
2419,PROD-002419,696,Industrial Control Module Specialty Series 2419,Electronics,Specialty,Each,374.8,927.14,Inactive
2420,PROD-002420,156,Aluminum Sheet Stock Premium Series 2420,Raw Materials,Premium,Each,104.16,151.64,Inactive
2421,PROD-002421,932,Proximity Sensor Standard Series 2421,Electronics,Standard,Kg,495.73,725.93,Active
2422,PROD-002422,195,Pallet Wrap Assembly Standard Series 2422,Packaging,Standard,Meter,163.41,376.18,Active
2423,PROD-002423,950,Industrial Valve Assembly Standard Series 2423,Components,Standard,Meter,342.12,485.13,Active
2424,PROD-002424,1,Engineering Plastic Pellets Specialty Series 2424,Raw Materials,Specialty,Meter,250.11,330.06,Active
2425,PROD-002425,974,Industrial Control Module Standard Series 2425,Electronics,Standard,Each,47.17,69.88,Active
2426,PROD-002426,818,Variable Frequency Drive Standard Series 2426,Electronics,Standard,Meter,177.82,336.7,Active
2427,PROD-002427,888,Aluminum Mounting Bracket Specialty Series 2427,Components,Specialty,Each,259.99,566.36,Active
2428,PROD-002428,682,Drive Shaft Assembly Premium Series 2428,Components,Premium,Each,330.46,569.49,Active
2429,PROD-002429,930,Industrial Valve Assembly Premium Series 2429,Components,Premium,Kg,433.82,817.06,Active
2430,PROD-002430,196,Conveyor Roller Assembly Specialty Series 2430,Components,Specialty,Liter,22.64,39.23,Active
2431,PROD-002431,23,Corrugated Shipping Carton Standard Series 2431,Packaging,Standard,Liter,367.45,567.14,Active
2432,PROD-002432,181,Aluminum Sheet Stock Specialty Series 2432,Raw Materials,Specialty,Kg,173.86,254.13,Active
2433,PROD-002433,601,Industrial Drive System Specialty Series 2433,Industrial Equipment,Specialty,Liter,155.2,214.35,Active
2434,PROD-002434,662,Process Pump Assembly Standard Series 2434,Industrial Equipment,Standard,Kg,449.22,662.36,Active
2435,PROD-002435,17,Material Handling Unit Specialty Series 2435,Industrial Equipment,Specialty,Liter,239.7,382.86,Active
2436,PROD-002436,115,Reusable Transport Crate Standard Series 2436,Packaging,Standard,Liter,233.39,374.12,Active
2437,PROD-002437,321,Corrugated Shipping Carton Premium Series 2437,Packaging,Premium,Each,16.44,22.11,Inactive
2438,PROD-002438,564,Aluminum Sheet Stock Standard Series 2438,Raw Materials,Standard,Meter,175.18,400.17,Active
2439,PROD-002439,896,Polymer Resin Specialty Series 2439,Raw Materials,Specialty,Each,96.94,181.28,Active
2440,PROD-002440,271,Industrial Copper Wire Premium Series 2440,Raw Materials,Premium,Meter,182.09,368.64,Active
2441,PROD-002441,817,Motor Control Panel Standard Series 2441,Electronics,Standard,Meter,54.94,132.86,Active
2442,PROD-002442,237,Engineering Plastic Pellets Specialty Series 2442,Raw Materials,Specialty,Liter,408.98,730.98,Active
2443,PROD-002443,973,Corrugated Shipping Carton Premium Series 2443,Packaging,Premium,Kg,439.54,950.15,Active
2444,PROD-002444,843,Pneumatic Control Unit Standard Series 2444,Industrial Equipment,Standard,Liter,122.21,209.51,Active
2445,PROD-002445,858,Industrial Stretch Film Premium Series 2445,Packaging,Premium,Each,345.19,839.06,Active
2446,PROD-002446,967,Industrial Copper Wire Premium Series 2446,Raw Materials,Premium,Liter,420.92,832.71,Active
2447,PROD-002447,218,Material Handling Unit Premium Series 2447,Industrial Equipment,Premium,Kg,345.58,467.16,Active
2448,PROD-002448,250,Thermal Processing Unit Specialty Series 2448,Industrial Equipment,Specialty,Liter,127.91,177.63,Active
2449,PROD-002449,371,Cold Rolled Steel Coil Standard Series 2449,Raw Materials,Standard,Liter,333.03,473.32,Active
2450,PROD-002450,926,Steel Coupling Premium Series 2450,Components,Premium,Meter,399.22,723.52,Inactive
2451,PROD-002451,649,Industrial Drive System Premium Series 2451,Industrial Equipment,Premium,Kg,452.23,1027.95,Active
2452,PROD-002452,916,Industrial Copper Wire Premium Series 2452,Raw Materials,Premium,Each,455.07,643.68,Active
2453,PROD-002453,162,Industrial Valve Assembly Standard Series 2453,Components,Standard,Meter,271.3,613.59,Active
2454,PROD-002454,934,Reusable Transport Crate Specialty Series 2454,Packaging,Specialty,Liter,381.32,842.15,Inactive
2455,PROD-002455,878,Corrugated Shipping Carton Specialty Series 2455,Packaging,Specialty,Kg,165.47,275.55,Active
2456,PROD-002456,138,Aluminum Sheet Stock Specialty Series 2456,Raw Materials,Specialty,Liter,188.18,440.82,Inactive
2457,PROD-002457,74,Aluminum Mounting Bracket Premium Series 2457,Components,Premium,Each,167.72,231.08,Active
2458,PROD-002458,973,Drive Shaft Assembly Specialty Series 2458,Components,Specialty,Each,420.54,885.59,Inactive
2459,PROD-002459,76,Stainless Steel Sheet Premium Series 2459,Raw Materials,Premium,Kg,197.16,457.8,Active
2460,PROD-002460,272,Reusable Transport Crate Premium Series 2460,Packaging,Premium,Liter,413.33,749.92,Active
2461,PROD-002461,887,Hydraulic Power Unit Premium Series 2461,Industrial Equipment,Premium,Each,388.12,579.41,Active
2462,PROD-002462,75,Protective Packaging Insert Standard Series 2462,Packaging,Standard,Each,381.78,919.39,Active
2463,PROD-002463,805,Proximity Sensor Standard Series 2463,Electronics,Standard,Kg,100.92,238.8,Active
2464,PROD-002464,509,Industrial Copper Wire Specialty Series 2464,Raw Materials,Specialty,Liter,93.28,174.55,Inactive
2465,PROD-002465,384,Motor Control Panel Premium Series 2465,Electronics,Premium,Liter,262.44,505.86,Active
2466,PROD-002466,34,Reusable Transport Crate Premium Series 2466,Packaging,Premium,Kg,294.73,627.85,Active
2467,PROD-002467,460,Precision Bearing Assembly Specialty Series 2467,Components,Specialty,Each,211.41,275.18,Active
2468,PROD-002468,60,Variable Frequency Drive Specialty Series 2468,Electronics,Specialty,Liter,256.53,420.73,Active
2469,PROD-002469,308,Industrial Drive System Standard Series 2469,Industrial Equipment,Standard,Each,313.38,751.63,Active
2470,PROD-002470,734,Process Pump Assembly Premium Series 2470,Industrial Equipment,Premium,Kg,341.71,697.19,Active
2471,PROD-002471,898,Industrial Valve Assembly Specialty Series 2471,Components,Specialty,Kg,48.07,87.34,Active
2472,PROD-002472,220,Industrial Signal Converter Specialty Series 2472,Electronics,Specialty,Kg,157.98,197.5,Active
2473,PROD-002473,969,Corrugated Shipping Carton Standard Series 2473,Packaging,Standard,Liter,108.35,237.83,Active
2474,PROD-002474,900,Aluminum Sheet Stock Specialty Series 2474,Raw Materials,Specialty,Each,496.28,973.44,Active
2475,PROD-002475,208,Aluminum Mounting Bracket Specialty Series 2475,Components,Specialty,Meter,245.46,545.87,Active
2476,PROD-002476,801,Power Distribution Module Specialty Series 2476,Electronics,Specialty,Kg,44.87,65.14,Active
2477,PROD-002477,533,Heavy-Duty Packaging Sleeve Premium Series 2477,Packaging,Premium,Meter,350.56,552.16,Active
2478,PROD-002478,475,Conveyor Roller Assembly Premium Series 2478,Components,Premium,Each,277.11,570.39,Active
2479,PROD-002479,920,Industrial Control Module Specialty Series 2479,Electronics,Specialty,Each,103.78,170.69,Active
2480,PROD-002480,900,Steel Coupling Premium Series 2480,Components,Premium,Meter,55.54,75.23,Active
2481,PROD-002481,750,Industrial Stretch Film Premium Series 2481,Packaging,Premium,Meter,485.18,660.81,Active
2482,PROD-002482,981,Pallet Wrap Assembly Standard Series 2482,Packaging,Standard,Kg,468.87,1054.05,Active
2483,PROD-002483,477,Stainless Steel Sheet Standard Series 2483,Raw Materials,Standard,Liter,95.45,189.68,Active
2484,PROD-002484,501,Industrial Signal Converter Standard Series 2484,Electronics,Standard,Each,18.16,36.07,Active
2485,PROD-002485,579,Cold Rolled Steel Coil Specialty Series 2485,Raw Materials,Specialty,Each,330.87,675.07,Active
2486,PROD-002486,22,Variable Frequency Drive Premium Series 2486,Electronics,Premium,Meter,397.93,553.35,Active
2487,PROD-002487,835,Proximity Sensor Standard Series 2487,Electronics,Standard,Liter,229.24,559.44,Inactive
2488,PROD-002488,180,Pallet Wrap Assembly Premium Series 2488,Packaging,Premium,Meter,229.71,297.17,Active
2489,PROD-002489,842,Material Handling Unit Standard Series 2489,Industrial Equipment,Standard,Each,283.94,522.49,Active
2490,PROD-002490,165,Industrial Signal Converter Premium Series 2490,Electronics,Premium,Liter,224.53,525.69,Inactive
2491,PROD-002491,16,Industrial Control Module Premium Series 2491,Electronics,Premium,Each,80.21,167.31,Active
2492,PROD-002492,5,Variable Frequency Drive Specialty Series 2492,Electronics,Specialty,Kg,41.6,75.86,Active
2493,PROD-002493,122,Proximity Sensor Standard Series 2493,Electronics,Standard,Each,331.66,469.88,Active
2494,PROD-002494,311,Pallet Wrap Assembly Standard Series 2494,Packaging,Standard,Meter,314.0,538.66,Active
2495,PROD-002495,690,Industrial Valve Assembly Standard Series 2495,Components,Standard,Liter,355.33,504.54,Active
2496,PROD-002496,558,Engineering Plastic Pellets Premium Series 2496,Raw Materials,Premium,Meter,257.54,411.94,Inactive
2497,PROD-002497,703,Precision Bearing Assembly Specialty Series 2497,Components,Specialty,Meter,356.17,665.3,Active
2498,PROD-002498,585,Variable Frequency Drive Standard Series 2498,Electronics,Standard,Liter,376.82,680.91,Active
2499,PROD-002499,320,Polymer Resin Standard Series 2499,Raw Materials,Standard,Meter,422.6,696.42,Active
2500,PROD-002500,466,Process Pump Assembly Premium Series 2500,Industrial Equipment,Premium,Liter,68.87,93.95,Active
2501,PROD-002501,233,Material Handling Unit Specialty Series 2501,Industrial Equipment,Specialty,Each,91.6,146.49,Active
2502,PROD-002502,977,Engineering Plastic Pellets Standard Series 2502,Raw Materials,Standard,Liter,241.23,307.25,Active
2503,PROD-002503,731,Hydraulic Power Unit Standard Series 2503,Industrial Equipment,Standard,Liter,134.16,208.28,Active
2504,PROD-002504,576,Variable Frequency Drive Specialty Series 2504,Electronics,Specialty,Kg,23.53,42.93,Inactive
2505,PROD-002505,940,Industrial Stretch Film Specialty Series 2505,Packaging,Specialty,Liter,470.77,695.1,Inactive
2506,PROD-002506,278,Pallet Wrap Assembly Specialty Series 2506,Packaging,Specialty,Meter,422.2,599.9,Active
2507,PROD-002507,942,Industrial Valve Assembly Premium Series 2507,Components,Premium,Kg,161.74,218.17,Active
2508,PROD-002508,393,Reusable Transport Crate Specialty Series 2508,Packaging,Specialty,Meter,243.6,590.45,Active
2509,PROD-002509,37,Precision Bearing Assembly Premium Series 2509,Components,Premium,Each,312.73,585.73,Active
2510,PROD-002510,255,Steel Coupling Premium Series 2510,Components,Premium,Each,103.41,219.41,Active
2511,PROD-002511,350,Polymer Resin Standard Series 2511,Raw Materials,Standard,Liter,243.19,606.46,Active
2512,PROD-002512,285,Power Distribution Module Premium Series 2512,Electronics,Premium,Kg,10.88,20.81,Active
2513,PROD-002513,148,Industrial Valve Assembly Specialty Series 2513,Components,Specialty,Kg,88.39,178.72,Active
2514,PROD-002514,282,Engineering Plastic Pellets Specialty Series 2514,Raw Materials,Specialty,Meter,167.58,213.97,Active
2515,PROD-002515,364,Precision Bearing Assembly Standard Series 2515,Components,Standard,Meter,330.96,755.87,Active
2516,PROD-002516,48,Variable Frequency Drive Standard Series 2516,Electronics,Standard,Each,295.47,403.78,Active
2517,PROD-002517,690,Industrial Stretch Film Premium Series 2517,Packaging,Premium,Liter,243.8,307.74,Active
2518,PROD-002518,450,Drive Shaft Assembly Premium Series 2518,Components,Premium,Liter,250.77,462.27,Inactive
2519,PROD-002519,1000,Industrial Valve Assembly Premium Series 2519,Components,Premium,Kg,382.39,865.79,Active
2520,PROD-002520,204,Engineering Plastic Pellets Standard Series 2520,Raw Materials,Standard,Liter,274.79,649.9,Active
2521,PROD-002521,282,Industrial Control Module Premium Series 2521,Electronics,Premium,Each,281.93,552.46,Active
2522,PROD-002522,911,Protective Packaging Insert Standard Series 2522,Packaging,Standard,Liter,483.22,965.58,Active
2523,PROD-002523,414,Industrial Drive System Premium Series 2523,Industrial Equipment,Premium,Meter,303.89,511.16,Active
2524,PROD-002524,714,Process Pump Assembly Premium Series 2524,Industrial Equipment,Premium,Kg,19.03,39.94,Active
2525,PROD-002525,922,Heavy-Duty Packaging Sleeve Specialty Series 2525,Packaging,Specialty,Each,388.53,830.53,Active
2526,PROD-002526,817,Conveyor Roller Assembly Specialty Series 2526,Components,Specialty,Each,134.06,225.49,Active
2527,PROD-002527,540,Industrial Control Module Standard Series 2527,Electronics,Standard,Meter,95.21,173.06,Active
2528,PROD-002528,465,Protective Packaging Insert Premium Series 2528,Packaging,Premium,Liter,433.97,955.54,Active
2529,PROD-002529,198,Aluminum Mounting Bracket Premium Series 2529,Components,Premium,Meter,358.68,793.65,Active
2530,PROD-002530,4,Power Distribution Module Premium Series 2530,Electronics,Premium,Meter,357.52,590.77,Active
2531,PROD-002531,876,Industrial Valve Assembly Specialty Series 2531,Components,Specialty,Meter,121.69,200.58,Active
2532,PROD-002532,192,Reusable Transport Crate Premium Series 2532,Packaging,Premium,Kg,300.67,377.61,Active
2533,PROD-002533,983,Hydraulic Power Unit Premium Series 2533,Industrial Equipment,Premium,Meter,375.68,652.97,Active
2534,PROD-002534,304,Protective Packaging Insert Standard Series 2534,Packaging,Standard,Meter,175.52,384.17,Active
2535,PROD-002535,848,Aluminum Mounting Bracket Standard Series 2535,Components,Standard,Meter,59.5,96.19,Active
2536,PROD-002536,407,Pallet Wrap Assembly Specialty Series 2536,Packaging,Specialty,Each,310.51,754.54,Active
2537,PROD-002537,130,Stainless Steel Sheet Standard Series 2537,Raw Materials,Standard,Kg,264.69,477.46,Active
2538,PROD-002538,360,Engineering Plastic Pellets Specialty Series 2538,Raw Materials,Specialty,Kg,445.93,731.15,Active
2539,PROD-002539,289,Corrugated Shipping Carton Standard Series 2539,Packaging,Standard,Meter,150.88,309.15,Active
2540,PROD-002540,864,Protective Packaging Insert Standard Series 2540,Packaging,Standard,Liter,247.22,474.14,Active
2541,PROD-002541,556,Polymer Resin Standard Series 2541,Raw Materials,Standard,Each,62.58,141.33,Active
2542,PROD-002542,334,Pallet Wrap Assembly Premium Series 2542,Packaging,Premium,Each,332.56,641.34,Active
2543,PROD-002543,962,Stainless Steel Sheet Standard Series 2543,Raw Materials,Standard,Meter,221.27,352.58,Active
2544,PROD-002544,80,Conveyor Roller Assembly Specialty Series 2544,Components,Specialty,Kg,175.2,395.16,Active
2545,PROD-002545,107,Cold Rolled Steel Coil Specialty Series 2545,Raw Materials,Specialty,Kg,54.63,104.09,Active
2546,PROD-002546,328,Steel Coupling Standard Series 2546,Components,Standard,Liter,285.11,426.93,Active
2547,PROD-002547,412,Industrial Drive System Standard Series 2547,Industrial Equipment,Standard,Kg,392.44,848.88,Active
2548,PROD-002548,150,Drive Shaft Assembly Standard Series 2548,Components,Standard,Meter,459.39,993.05,Active
2549,PROD-002549,695,Stainless Steel Sheet Premium Series 2549,Raw Materials,Premium,Liter,499.29,648.19,Active
2550,PROD-002550,909,Reusable Transport Crate Specialty Series 2550,Packaging,Specialty,Kg,10.76,21.05,Active
2551,PROD-002551,253,Hydraulic Power Unit Specialty Series 2551,Industrial Equipment,Specialty,Each,215.83,308.38,Active
2552,PROD-002552,601,Pneumatic Control Unit Specialty Series 2552,Industrial Equipment,Specialty,Kg,185.03,416.16,Active
2553,PROD-002553,992,Industrial Stretch Film Premium Series 2553,Packaging,Premium,Liter,58.36,110.98,Inactive
2554,PROD-002554,42,Process Pump Assembly Standard Series 2554,Industrial Equipment,Standard,Kg,447.22,1030.92,Active
2555,PROD-002555,760,Heavy-Duty Packaging Sleeve Standard Series 2555,Packaging,Standard,Each,459.3,585.87,Active
2556,PROD-002556,29,Reusable Transport Crate Specialty Series 2556,Packaging,Specialty,Meter,266.86,408.13,Active
2557,PROD-002557,611,Precision Bearing Assembly Standard Series 2557,Components,Standard,Kg,471.08,1124.05,Active
